probe_id,matched_peak,distance_bp,within_threshold
cg00278392,BRCA_68602,231,True
cg07430472,,31028,False
cg08747557,,16548,False
cg07171609,,27480,False
cg06865363,,2543,False
cg03966010,,2749,False
cg01911708,,11263,False
cg00117172,,8288,False
cg08767637,,3531,False
cg09299053,,59677,False
cg11645465,,6854,False
cg09615276,,84046,False
cg09307742,BRCA_146311,1197,True
cg04910921,,75613,False
cg09256413,,69166,False
cg09400037,,2865,False
cg11389764,,34398,False
cg00575665,,23708,False
cg04480386,BRCA_58588,79,True
cg08246090,BRCA_151249,527,True
cg06315569,,16296,False
cg11309496,,26550,False
cg05295557,BRCA_152322,300,True
cg04396251,,1188066,False
cg08351100,,3972,False
cg03962527,,283874,False
cg09867598,,10188,False
cg10949113,,50081,False
cg01962821,BRCA_14519,1378,True
cg05703053,,2137,False
cg04306063,,6932,False
cg03087912,,13124,False
cg00338116,,12656,False
cg04575395,BRCA_50402,1106,True
cg11195065,BRCA_123921,1014,True
cg09283750,,12755,False
cg03181248,,17938,False
cg04431946,,13045,False
cg10793390,,31467,False
cg10610477,,5542,False
cg05643964,BRCA_204068,80,True
cg06780216,,7265,False
cg06594281,,6382,False
cg02320356,,2945,False
cg04833011,BRCA_163415,236,True
cg06372467,,15596,False
cg02674352,,2122,False
cg04834770,,8978,False
cg00572387,,2798,False
cg08239375,,2647,False
cg02019988,BRCA_40843,1543,True
cg00674706,,4861,False
cg02925229,BRCA_45493,893,True
cg05114100,,273426,False
cg01283834,,21555,False
cg01108118,BRCA_66679,538,True
cg10722799,,2499,False
cg09168604,,4709,False
cg03585453,,178142,False
cg02168303,,12461,False
cg02743569,,25017,False
cg04812644,,5388,False
cg04483289,,27003,False
cg07220152,BRCA_69992,312,True
cg08548396,BRCA_69901,368,True
cg03926815,BRCA_38338,1626,True
cg05441518,BRCA_115799,1926,True
cg07808967,,2463,False
cg05361096,,22492,False
cg03001143,,11991,False
cg09896120,,2325,False
cg05172259,BRCA_152436,113,True
cg06067842,,3883,False
cg10129665,BRCA_141124,1486,True
cg04842426,,186451,False
cg09721427,,32485,False
cg00186529,,2826,False
cg04938107,,15663,False
cg10578777,,8852,False
cg00940502,,113812,False
cg00647046,,947245,False
cg06507590,,20545,False
cg11965976,BRCA_62743,1307,True
cg03968755,,18824,False
cg01404317,BRCA_148039,473,True
cg06086990,,12390,False
cg08737770,,4357,False
cg06320418,BRCA_164321,1824,True
cg09816471,,4099,False
cg07068327,,1113912,False
cg08177968,,119139,False
cg04479219,,44946,False
cg07567767,,31426,False
cg01907837,BRCA_71215,506,True
cg06266993,,49407,False
cg06246646,BRCA_102638,329,True
cg11946719,,4815,False
cg04702940,BRCA_130151,1314,True
cg00659931,,29690,False
cg06432426,,13614,False
cg02824888,,3347,False
cg10489318,,8441,False
cg00997853,BRCA_139173,1568,True
cg00662647,,6921,False
cg04073257,,5295,False
cg11015893,BRCA_90580,687,True
cg03633948,,16874,False
cg05158074,,35395,False
cg02829712,BRCA_63706,1307,True
cg04329478,,13048,False
cg09302903,,6818,False
cg06845853,,9275,False
cg07005294,,4475,False
cg00782323,,10195,False
cg05471296,,3955,False
cg06159404,,2354,False
cg00045762,,63415,False
cg09422239,,5041,False
cg00525277,,5645,False
cg10772290,,2693,False
cg09500738,,14317,False
cg10768108,,29039,False
cg11780546,BRCA_82320,221,True
cg01889461,,16174,False
cg11377730,,8837,False
cg09424526,,14761,False
cg11608147,,14575,False
cg09564361,,15463,False
cg04651137,,8019,False
cg02826735,,15192,False
cg01659176,,31624,False
cg04887807,,3523,False
cg03323953,,7869,False
cg08065231,,37521,False
cg02898915,,2543,False
cg07622521,BRCA_28403,1502,True
cg00457403,,16180,False
cg04565067,,53934,False
cg09422450,,4734,False
cg01719157,,21337,False
cg08596308,,5799,False
cg08872313,BRCA_42095,36,True
cg11971771,BRCA_197804,1761,True
cg08993368,,6609,False
cg01616225,,5271,False
cg11159604,,29357,False
cg11335133,,37994,False
cg00178359,BRCA_168523,1154,True
cg03585263,BRCA_191795,94,True
cg09868882,,53586,False
cg00672936,BRCA_95689,1149,True
cg08484265,BRCA_66560,299,True
cg10749912,BRCA_122518,883,True
cg10959711,BRCA_11136,814,True
cg09854317,,3508,False
cg00270778,,49876,False
cg08462924,BRCA_5043,1357,True
cg08234354,,17652,False
cg03323462,BRCA_174519,1395,True
cg02966332,BRCA_204068,181,True
cg01800148,BRCA_1049,1663,True
cg11825059,,87121,False
cg07759903,,49880,False
cg02986266,,35107,False
cg07845873,,22596,False
cg06738356,,3401,False
cg11408933,BRCA_63808,1127,True
cg04813697,,7294,False
cg01500527,,4116,False
cg10091994,,2222,False
cg05449257,,6490,False
cg00404641,,27648,False
cg07429623,BRCA_16895,592,True
cg02455820,,4643,False
cg09732036,,5306,False
cg01491071,,10895,False
cg06269673,,50917,False
cg08894761,,6187,False
cg11316887,,3430,False
cg04508870,,13741,False
cg04653522,,15689,False
cg01740766,,10129,False
cg05935520,,114378,False
cg03341413,,12070,False
cg08546690,,8468,False
cg10908869,BRCA_73750,1705,True
cg09442489,,55930,False
cg07893900,,3848,False
cg02570079,,22197,False
cg03882698,BRCA_42088,1066,True
cg09638407,,10132,False
cg10103850,,66367,False
cg11145461,BRCA_15978,676,True
cg06268921,,35261,False
cg00699945,,813284,False
cg00318631,,5150,False
cg10663765,,5383,False
cg02571738,BRCA_62815,22,True
cg11182199,BRCA_80100,1304,True
cg10416963,,20387,False
cg03957547,,6221,False
cg06092265,,48575,False
cg07992659,,4308,False
cg07665521,,10783,False
cg04904458,,2603,False
cg08474901,BRCA_116847,51,True
cg11389172,,11862,False
cg10787000,,15590,False
cg08572513,BRCA_136201,269,True
cg00314343,,62917,False
cg07163026,BRCA_156229,613,True
cg11230031,,3795,False
cg09920605,,7351,False
cg03478199,,48166,False
cg05254095,BRCA_170378,1616,True
cg00704734,,22358,False
cg02729822,BRCA_128730,1348,True
cg01513307,,2955,False
cg04528477,,39418,False
cg06014401,,3099,False
cg08743751,,18581,False
cg03872376,BRCA_20887,1101,True
cg05452899,,4159,False
cg05548393,,3399,False
cg09749844,,10908,False
cg09678971,,18084,False
cg03929366,,15788,False
cg03012452,,4356,False
cg03352168,,28007,False
cg01534253,,36666,False
cg07402669,BRCA_203437,206,True
cg04348305,BRCA_199509,421,True
cg06524479,BRCA_168925,1819,True
cg11865553,BRCA_161360,716,True
cg04597433,,19938,False
cg10725720,,27148,False
cg07788369,,22798,False
cg04937184,,3173,False
cg11918450,,7429,False
cg11841239,,2890,False
cg05754939,,21096,False
cg10160276,,9233,False
cg04574896,BRCA_8991,1249,True
cg11609001,,6681,False
cg01146320,,8266,False
cg00493609,BRCA_166030,1597,True
cg07184807,,3433,False
cg10941721,,25926,False
cg10277651,,12979,False
cg05493394,,5542,False
cg06294319,,3342,False
cg06762332,,6828,False
cg07030373,,2167,False
cg03914397,,4678,False
cg00812438,,4313,False
cg09391032,,5290,False
cg11631523,,4742,False
cg11652691,,51472,False
cg07185131,,8212,False
cg11034318,,28329,False
cg05133179,,4988,False
cg08315770,BRCA_71396,1267,True
cg05760402,,880142,False
cg03628719,,8104,False
cg04090392,,6980,False
cg08331733,,22930,False
cg03533829,,8801,False
cg04001333,,49769,False
cg05159188,BRCA_69432,318,True
cg06807993,,9133,False
cg03962451,,4619,False
cg02916102,,6187,False
cg10706230,,21760,False
cg06907418,,35615,False
cg01030178,BRCA_98570,56,True
cg07249730,,5913,False
cg05738240,,18020,False
cg02202411,,39539,False
cg01169021,BRCA_63774,1885,True
cg00459232,BRCA_137470,1028,True
cg01708458,,71233,False
cg07296597,,9316,False
cg08200507,BRCA_71886,1609,True
cg03575641,,2847,False
cg05304729,,17284,False
cg06621452,,3846,False
cg11774399,BRCA_190028,521,True
cg05647756,,3522,False
cg11571585,,7375,False
cg07854132,,10069,False
cg00688447,,14000,False
cg11310812,BRCA_181060,612,True
cg07931391,,4065,False
cg08009622,,9216,False
cg02356551,,5307,False
cg07097417,,2326,False
cg07834418,,69547,False
cg05593589,,31204,False
cg01564640,BRCA_195097,1889,True
cg03224396,BRCA_18637,1130,True
cg04518186,BRCA_132686,197,True
cg04262465,BRCA_156440,54,True
cg09756225,BRCA_86940,80,True
cg09103619,,21188,False
cg08848140,,16021,False
cg00714888,BRCA_2110,5,True
cg00750917,,8454,False
cg08689445,BRCA_214611,271,True
cg00556112,BRCA_125479,55,True
cg03746823,,2814,False
cg07474083,,9618,False
cg01755009,,15612,False
cg04113693,BRCA_12100,213,True
cg04579493,,2381,False
cg00005166,BRCA_165084,122,True
cg11608390,BRCA_66873,30,True
cg05376362,,72327,False
cg11640756,,41658,False
cg10754794,BRCA_122157,459,True
cg06984848,BRCA_170444,886,True
cg06299997,,19165,False
cg07963563,,14226,False
cg07372450,,19087,False
cg08460041,,3221,False
cg05821789,,3722,False
cg11605903,,54656,False
cg09503045,,4971,False
cg07785314,,10466,False
cg11901695,,59589,False
cg06890890,,2265,False
cg01198491,,7014,False
cg10631716,,10859,False
cg11022432,,6137,False
cg05702218,,5338,False
cg08958015,BRCA_140354,305,True
cg03468463,BRCA_187601,1961,True
cg11133524,,28645,False
cg09308639,,25929,False
cg01711344,,10964,False
cg10021924,BRCA_146730,1134,True
cg05298696,,2046,False
cg05181041,,7458,False
cg02846963,,18162,False
cg08077807,,123402,False
cg02375166,,5216,False
cg02477931,,37095,False
cg11319389,BRCA_201016,485,True
cg10953436,,5317,False
cg11322797,,50754,False
cg08041408,BRCA_92237,336,True
cg02725055,,166293,False
cg11144555,,6656,False
cg07676517,,193271,False
cg09965733,,55517,False
cg11539780,,16230,False
cg02165743,,4627,False
cg11562225,BRCA_97806,1769,True
cg03225476,,5917,False
cg08351536,BRCA_180112,1720,True
cg05471484,,43311,False
cg09879382,BRCA_68660,68,True
cg10024484,,3162,False
cg10677372,,77211,False
cg05517610,,2407,False
cg01401465,,12954,False
cg11789321,,8787,False
cg11348338,,25038,False
cg03072740,BRCA_141306,573,True
cg11229343,,704815,False
cg09096555,,25817,False
cg06339573,BRCA_92217,1514,True
cg06276653,,50710,False
cg02064106,,18554,False
cg07100000,,15375,False
cg02732941,,4141,False
cg03650282,,2342,False
cg09220563,,8110,False
cg05392244,BRCA_66789,9,True
cg00909646,,40936,False
cg05797623,,7004,False
cg05757475,,32710,False
cg01950474,BRCA_56825,961,True
cg04822456,,14791,False
cg10603385,,3210,False
cg02541031,,11108,False
cg01939453,BRCA_81309,262,True
cg06386478,BRCA_93309,1759,True
cg08180070,BRCA_29849,1782,True
cg05140648,,24091,False
cg07784293,BRCA_46026,398,True
cg05641033,,4759,False
cg11410023,,138771,False
cg08422599,,3273,False
cg00169617,,40787,False
cg07963363,,8099,False
cg07146104,,10248,False
cg03609427,,16381,False
cg03876150,BRCA_29405,1863,True
cg09087503,,5970,False
cg08296680,BRCA_183443,1499,True
cg04055874,,3744,False
cg01360586,,11953,False
cg08472222,,2886,False
cg04612055,,22973,False
cg11382963,,7252,False
cg11203293,,5635,False
cg03021296,,32024,False
cg01637734,BRCA_12173,787,True
cg09560763,,28792,False
cg01167755,,2771,False
cg03350163,,2152,False
cg08827756,BRCA_67385,229,True
cg09529093,BRCA_102366,575,True
cg07608094,,2655,False
cg08734477,,46325,False
cg09815642,,92166,False
cg11528176,,3333,False
cg06908460,BRCA_109253,73,True
cg10881749,,6783,False
cg05422049,BRCA_21745,1903,True
cg11856334,,14087,False
cg08258582,,2901,False
cg05046589,,4794,False
cg10467038,,10086,False
cg09052083,,5728,False
cg07542748,BRCA_82383,1867,True
cg03345454,,10250,False
cg02809746,,20731,False
cg11322877,,19718,False
cg08243465,,25876,False
cg08813925,,7661,False
cg03260021,,8709,False
cg06928484,BRCA_12405,257,True
cg08396863,,2696,False
cg04017533,,12025,False
cg10963518,,13545,False
cg01093786,BRCA_134481,1538,True
cg01627475,,235575,False
cg08065795,,2298,False
cg05448404,BRCA_49893,421,True
cg00617064,,7177,False
cg10573505,BRCA_14635,1209,True
cg07992044,,3100,False
cg04038844,BRCA_112207,484,True
cg07456681,BRCA_166199,222,True
cg03755177,BRCA_85227,1648,True
cg02035698,,54440,False
cg00068038,,7402,False
cg05828191,,7019,False
cg03819783,,44217,False
cg02434443,,4016,False
cg11760593,BRCA_152436,260,True
cg09946832,BRCA_106678,813,True
cg08858649,,8701,False
cg09019936,,21662,False
cg01277506,,8348,False
cg06357561,BRCA_176542,1685,True
cg06545330,,7187,False
cg05626226,,149638,False
cg04227922,,16735,False
cg09749813,,9065,False
cg00369811,,15881,False
cg11823142,BRCA_69553,1704,True
cg04438997,,11558,False
cg01792876,BRCA_102966,493,True
cg03611868,BRCA_118815,1489,True
cg09353705,BRCA_6782,1205,True
cg01151029,,2903,False
cg01444051,BRCA_107039,826,True
cg00800109,,8268,False
cg08829299,BRCA_125367,398,True
cg06353345,,42230,False
cg07893801,,6363,False
cg08937774,,2724,False
cg05057352,,10016,False
cg09674469,,5672,False
cg11145776,,14054,False
cg10838385,,75420,False
cg11905007,,13113,False
cg02101307,,197816,False
cg09582880,,3265,False
cg02208657,,16131,False
cg11108269,BRCA_152322,658,True
cg03151258,,7320,False
cg11792470,,9474,False
cg10316857,,22120,False
cg01954567,,31526,False
cg09614479,,62113,False
cg03850529,BRCA_180856,52,True
cg10848373,,6517,False
cg08597345,,4841,False
cg05855983,BRCA_118010,37,True
cg05328461,BRCA_190346,231,True
cg04414459,BRCA_117755,853,True
cg07050692,,7308,False
cg11453719,,2135,False
cg11778362,,5366,False
cg00581154,,10221,False
cg02914112,,17814,False
cg03032214,,2231,False
cg02599464,,15287,False
cg08271804,,15339,False
cg08846467,BRCA_164537,185,True
cg06653699,,17719,False
cg08380379,,8224,False
cg03129645,,27492,False
cg02237470,BRCA_97424,772,True
cg07412281,,6809,False
cg10836406,BRCA_68515,166,True
cg09474442,BRCA_30404,1454,True
cg09160231,,22369,False
cg01937068,,5042,False
cg11187204,,2663,False
cg06266582,,2300,False
cg09049672,BRCA_65088,1452,True
cg05229598,BRCA_146856,828,True
cg10182697,,812990,False
cg07765706,,2284,False
cg05766896,,8483,False
cg06485308,,54300,False
cg08221350,,1196471,False
cg11374596,BRCA_24216,1625,True
cg03760919,BRCA_100390,655,True
cg00871610,,9592,False
cg07764786,,7529,False
cg09505788,,18253,False
cg05645982,,7258,False
cg06263495,BRCA_125801,1587,True
cg08565979,,9064,False
cg03661567,,17486,False
cg08998192,,8381,False
cg09615821,BRCA_169511,46,True
cg07522644,BRCA_71946,1579,True
cg09533708,,30154,False
cg06622573,,43387,False
cg05201970,BRCA_59650,172,True
cg05135828,,173451,False
cg04724659,,27682,False
cg07168837,BRCA_496,1112,True
cg00360414,,3877,False
cg00844298,,8493,False
cg02578929,,9584,False
cg08090164,,3200,False
cg09479015,,15438,False
cg05353869,BRCA_132290,1137,True
cg08661007,,49159,False
cg11267879,,18951,False
cg05846378,,36287,False
cg10486998,,2253,False
cg00794400,,12818,False
cg01190276,,4032,False
cg05364759,,6884,False
cg01648659,,8229,False
cg03128890,,5485,False
cg05393726,BRCA_45147,1355,True
cg01185080,,9521,False
cg01702055,BRCA_68171,35,True
cg01564705,,19779,False
cg11309704,,28638,False
cg10854092,,198564,False
cg04902327,,56156,False
cg10615150,,2620,False
cg04615865,BRCA_146028,0,True
cg08359464,,2175,False
cg11187796,BRCA_50316,94,True
cg00371239,,28858,False
cg11074070,,86480,False
cg06141025,,5780,False
cg04213213,,5596,False
cg03199651,,3162,False
cg02915215,BRCA_105505,77,True
cg00805619,,633256,False
cg01370449,BRCA_83935,1086,True
cg08151051,BRCA_92252,1547,True
cg05508084,,14388,False
cg07220922,BRCA_38044,1768,True
cg08525314,BRCA_188800,79,True
cg03400849,,87934,False
cg09533868,,2188,False
cg08941173,,2416,False
cg10707565,,10306,False
cg06883279,,16844,False
cg00557872,,16748,False
cg08904151,BRCA_92220,26,True
cg03395511,BRCA_66641,161,True
cg10143426,BRCA_551,1812,True
cg05373339,,16651,False
cg02459016,,11658,False
cg10434728,,2388,False
cg11664467,,2598,False
cg04105712,,10805,False
cg06109379,,15680,False
cg06008912,,43630,False
cg07071491,,4045,False
cg08474748,,8779,False
cg04599341,BRCA_164670,413,True
cg04972770,,336766,False
cg00128425,,189739,False
cg02652072,,8303,False
cg01342115,BRCA_45177,1104,True
cg07144328,,4498,False
cg00031973,BRCA_85617,217,True
cg01462856,,3136,False
cg08217285,,24546,False
cg09222982,,56219,False
cg08988420,,25036,False
cg11019211,BRCA_179267,142,True
cg09907936,BRCA_197702,10,True
cg06801941,BRCA_57708,1064,True
cg08230268,,242598,False
cg09723979,,6620,False
cg10142520,,9487,False
cg04364261,,3277,False
cg01676182,,880180,False
cg05785805,,21156,False
cg05310764,,5478,False
cg07808555,BRCA_9244,1560,True
cg05736424,,3292,False
cg04243822,,6700,False
cg09677243,,2570,False
cg07674834,,3544,False
cg08198540,,6722,False
cg03337341,,5988,False
cg04123776,,10869,False
cg04724873,BRCA_303,3,True
cg08835113,,4739,False
cg04103847,,69842,False
cg03325843,,11827,False
cg03655371,,15229,False
cg10852861,,8548,False
cg04311971,,27993,False
cg05355411,BRCA_98836,414,True
cg01357292,,11428,False
cg02463988,,3882,False
cg06172859,,40565,False
cg00947599,BRCA_82259,143,True
cg06022664,,2710,False
cg10207553,,6854,False
cg06976144,,3387,False
cg05009601,,50256,False
cg07991112,BRCA_69693,1540,True
cg07713896,BRCA_100618,1196,True
cg11707067,,465977,False
cg09263325,,22412,False
cg10246531,BRCA_170857,1832,True
cg09527109,,15134,False
cg07538339,BRCA_100393,962,True
cg09215588,,64448,False
cg04911139,,1217639,False
cg04839975,,17422,False
cg02797548,BRCA_39197,1182,True
cg05454076,,8954,False
cg09694898,,28818,False
cg06286796,,14268,False
cg05375811,,18062,False
cg01734112,,2732,False
cg09944398,,15199,False
cg10980774,,26727,False
cg07464408,,8455,False
cg01781662,,8319,False
cg06738548,,2699,False
cg07337793,BRCA_25213,182,True
cg01710351,,6268,False
cg04561503,BRCA_156455,1413,True
cg02807859,,4849,False
cg10726559,,14864,False
cg06947913,BRCA_140480,411,True
cg00306893,,55354,False
cg00343906,,3255,False
cg04572429,,6750,False
cg05475524,BRCA_130221,2,True
cg00061031,,4163,False
cg07316846,,11529,False
cg06654901,,7094,False
cg10090418,,3691,False
cg02659920,BRCA_125505,98,True
cg07800665,,6368,False
cg03228893,,2962,False
cg10368128,,6792,False
cg07025157,BRCA_54952,835,True
cg06484274,,15289,False
cg07914866,,4066,False
cg02975060,,3642,False
cg03530754,,10133,False
cg03539903,BRCA_202685,652,True
cg05250932,BRCA_197351,2,True
cg02397768,,5115,False
cg02879662,BRCA_196077,621,True
cg05671968,,2613,False
cg07829379,,5084,False
cg09234936,,29092,False
cg01806520,BRCA_100394,0,True
cg02895639,,41386,False
cg05329692,,21789,False
cg02890194,BRCA_92129,803,True
cg06750832,BRCA_9244,1539,True
cg02047547,,2328,False
cg00889769,,65285,False
cg11785425,BRCA_99712,1438,True
cg05716270,BRCA_164410,558,True
cg08924023,,27942,False
cg01424562,,3441,False
cg05122040,,4530,False
cg02558026,BRCA_167553,735,True
cg02675173,,26557,False
cg10946435,BRCA_11401,295,True
cg00514665,,28557,False
cg00644351,,13367,False
cg11241663,,20415,False
cg03175771,BRCA_167502,658,True
cg11858226,,6079,False
cg02120774,,7854,False
cg01493728,,8992,False
cg07783282,BRCA_143945,50,True
cg05939089,,25282,False
cg04089693,,46555,False
cg10224600,,8857,False
cg06512263,,3102,False
cg01866330,BRCA_106257,223,True
cg04613313,BRCA_149570,1524,True
cg00636427,,19049,False
cg03533216,,4459,False
cg10741308,,4763,False
cg08819008,BRCA_134992,1512,True
cg01030081,,229489,False
cg05654780,BRCA_12014,626,True
cg03532926,,17111,False
cg09610558,,30704,False
cg11597475,,179468,False
cg06270993,BRCA_83513,891,True
cg01824969,,39925,False
cg01495122,,7841,False
cg10211062,,8178,False
cg00254133,,11185,False
cg00296182,,5202,False
cg10655471,,6792,False
cg05512111,,150086,False
cg09640425,BRCA_92282,1361,True
cg03604073,BRCA_196228,261,True
cg11486078,BRCA_102125,594,True
cg06105093,BRCA_166551,1864,True
cg03590237,,15765,False
cg00636508,,13927,False
cg01462537,BRCA_115817,1227,True
cg01081584,BRCA_158073,1580,True
cg02897989,,17990,False
cg10582608,,5925,False
cg07990390,,8043,False
cg01366595,BRCA_59460,298,True
cg10544251,BRCA_11884,1269,True
cg04711162,,12870,False
cg01800521,BRCA_199248,1880,True
cg00981443,,15367,False
cg04825327,,42728,False
cg02573703,,24079,False
cg11342452,,813096,False
cg06551177,,39982,False
cg02360928,BRCA_133655,1935,True
cg11743675,,64842,False
cg02694017,,11670,False
cg08536841,,21929,False
cg07489132,,68541,False
cg08545129,,18460,False
cg06331700,,4566,False
cg01390574,BRCA_90054,1767,True
cg03265969,,35892,False
cg10352205,,6779,False
cg01698108,,9708,False
cg08101036,BRCA_83905,466,True
cg08871964,,6268,False
cg02495823,,12175,False
cg09025324,,3405,False
cg10633526,BRCA_38418,342,True
cg03238797,,12364,False
cg03783110,BRCA_171250,320,True
cg00651400,BRCA_67036,1065,True
cg11142506,,131519,False
cg02991085,,176988,False
cg04818594,BRCA_135717,382,True
cg07688836,,3197,False
cg04138746,,2002,False
cg08221830,BRCA_58631,522,True
cg06113801,,6499,False
cg10949007,,77964,False
cg10964421,BRCA_93614,821,True
cg04542080,,10132,False
cg11013726,,15002,False
cg09126279,,2072,False
cg01736784,,100608,False
cg00307214,BRCA_154315,817,True
cg07031408,BRCA_147239,903,True
cg04804717,,45027,False
cg01697732,,27939,False
cg02616418,,40061,False
cg10000952,,5440,False
cg01942751,,5589,False
cg11354603,BRCA_57674,731,True
cg01794103,BRCA_161527,209,True
cg01972751,,3122,False
cg03301579,BRCA_189252,1585,True
cg01116067,,13433,False
cg11505037,,3904,False
cg10171125,,12418,False
cg06411129,,5359,False
cg08045488,,2076,False
cg00152008,,15689,False
cg08514594,,19616,False
cg10947146,,8465,False
cg09781994,,94142,False
cg08781365,BRCA_170444,1536,True
cg07379055,,9160,False
cg05833351,,52632,False
cg01254322,BRCA_140110,1695,True
cg06301178,,71724,False
cg03085549,BRCA_169742,1842,True
cg06970571,,8817,False
cg00566369,,11013,False
cg05537387,BRCA_86066,1132,True
cg10566610,,13290,False
cg07014174,,3317,False
cg03503295,BRCA_58084,50,True
cg06506966,,11154,False
cg06679494,,17589,False
cg06792448,,14516,False
cg03132773,,36784,False
cg00468320,,15295,False
cg06039161,BRCA_131642,1599,True
cg07949720,,6981,False
cg03396005,,2214,False
cg08977270,,7873,False
cg06491590,,12886,False
cg03475293,BRCA_67507,220,True
cg06704897,BRCA_162935,1649,True
cg07870914,BRCA_5763,1522,True
cg08097882,,4783,False
cg11183632,,2184,False
cg04609576,,5587,False
cg04609163,,100610,False
cg10092691,,5394,False
cg07582923,,2021,False
cg02344943,,71023,False
cg06997184,,2125,False
cg05560435,,7552,False
cg01622948,,9199,False
cg02862885,,30734,False
cg01670677,,9889,False
cg10643982,,175140,False
cg10881615,,4673,False
cg08802482,,6120,False
cg00259234,BRCA_183323,172,True
cg10429573,,31769,False
cg06834689,,20432,False
cg08949408,,18131,False
cg01981601,,7680,False
cg00577847,,2969,False
cg10876076,,16285,False
cg10028884,BRCA_172085,886,True
cg04887494,BRCA_188930,267,True
cg04234680,BRCA_152990,479,True
cg09290866,,2263,False
cg08533934,,14537,False
cg01250407,,9767,False
cg04464504,BRCA_91374,225,True
cg03084996,,3184,False
cg08999807,,50627,False
cg02005231,,11168,False
cg11378001,,5011,False
cg11917579,,67401,False
cg03479715,,26902,False
cg02178763,BRCA_199265,238,True
cg11119419,BRCA_122815,278,True
cg04310104,,30540,False
cg11755405,,3626,False
cg00964963,,9608,False
cg08318726,,30719,False
cg05473804,,6533,False
cg07742017,,8353,False
cg05721839,,964231,False
cg11358405,,6465,False
cg08084502,,29789,False
cg03593550,,11565,False
cg11911951,BRCA_164494,488,True
cg10583297,,8468,False
cg08509172,BRCA_192905,1065,True
cg02698622,,595199,False
cg08871855,,2127,False
cg11411564,BRCA_65129,1145,True
cg04922015,,30327,False
cg11876492,,2419,False
cg06073449,,4628,False
cg02120658,,18273,False
cg05008843,,54045,False
cg05201789,,4839,False
cg08482215,,22393,False
cg02475276,,7221,False
cg06781608,BRCA_92216,126,True
cg02262056,,3534,False
cg06873343,BRCA_82224,670,True
cg02218200,,328080,False
cg08889114,,2166,False
cg05336698,,3460,False
cg11234013,,52340,False
cg11974293,,29513,False
cg01195196,BRCA_164891,367,True
cg03016934,,3463,False
cg07497520,,6584,False
cg03623130,,6718,False
cg10617784,,3546,False
cg06814287,BRCA_70326,1581,True
cg00963169,,19943,False
cg06647007,,6328,False
cg02096663,,93134,False
cg04461949,BRCA_21223,711,True
cg04598224,BRCA_190857,861,True
cg11100386,,8456,False
cg03293883,,20429,False
cg02083836,,25577,False
cg01367097,,10324,False
cg04414767,,12275,False
cg06273376,,40030,False
cg01091951,BRCA_59465,101,True
cg04006565,,133834,False
cg04500730,BRCA_501,1167,True
cg07165167,,59675,False
cg02000882,,4686,False
cg05098590,,284374,False
cg04964617,,19361,False
cg03171882,,38608,False
cg00851394,,3969,False
cg08244156,,5046,False
cg02737619,,2317,False
cg10658307,BRCA_134409,1254,True
cg04383154,BRCA_183548,236,True
cg01258522,,2945,False
cg09916157,,6406,False
cg07495027,,71154,False
cg05904135,,812005,False
cg08851727,BRCA_683,1361,True
cg04707013,,25971,False
cg00299737,,2456,False
